countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,account.t.d
Peru,PER,2011,20570757.0,Latin America & Caribbean (excluding high income),Upper middle income,0.14
Philippines,PHL,2011,62034866.0,East Asia & Pacific (excluding high income),Lower middle income,0.3
Philippines,PHL,2011,62034866.0,East Asia & Pacific (excluding high income),Lower middle income,0.18
Poland,POL,2011,32308457.0,High income,High income,0.75
Poland,POL,2011,32308457.0,High income,High income,0.48
Portugal,PRT,2011,8967347.0,High income,High income,0.82
Portugal,PRT,2011,8967347.0,High income,High income,0.75
Qatar,QAT,2011,1392286.0,High income,High income,0.66
Qatar,QAT,2011,1392286.0,High income,High income,0.64
Romania,ROU,2011,17058580.0,High income,High income,0.46
Romania,ROU,2011,17058580.0,High income,High income,0.37
Russian Federation,RUS,2011,121177141.0,Europe & Central Asia (excluding high income),Upper middle income,0.52
Russian Federation,RUS,2011,121177141.0,Europe & Central Asia (excluding high income),Upper middle income,0.33
Rwanda,RWA,2011,5941330.0,Sub-Saharan Africa (excluding high income),Low income,0.4
Rwanda,RWA,2011,5941330.0,Sub-Saharan Africa (excluding high income),Low income,0.18
Saudi Arabia,SAU,2011,17354530.0,High income,High income,0.57
Saudi Arabia,SAU,2011,17354530.0,High income,High income,0.27
Serbia,SRB,2011,6237019.0,Europe & Central Asia (excluding high income),Upper middle income,0.68
Serbia,SRB,2011,6237019.0,Europe & Central Asia (excluding high income),Upper middle income,0.29
Sierra Leone,SLE,2011,3534329.0,Sub-Saharan Africa (excluding high income),Low income,0.18
Sierra Leone,SLE,2011,3534329.0,Sub-Saharan Africa (excluding high income),Low income,0.11
Singapore,SGP,2011,4359214.0,High income,High income,0.99
Singapore,SGP,2011,4359214.0,High income,High income,0.95
Slovak Republic,SVK,2011,4557830.0,High income,High income,0.83
Slovak Republic,SVK,2011,4557830.0,High income,High income,0.59
Slovenia,SVN,2011,1758964.0,High income,High income,0.97
Slovenia,SVN,2011,1758964.0,High income,High income,0.98
South Africa,ZAF,2011,36953226.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.59
South Africa,ZAF,2011,36953226.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.41
Spain,ESP,2011,39626900.0,High income,High income,0.96
Spain,ESP,2011,39626900.0,High income,High income,0.78
Sri Lanka,LKA,2011,15571720.0,South Asia (excluding high income),Lower middle income,0.68
Sri Lanka,LKA,2011,15571720.0,South Asia (excluding high income),Lower middle income,0.69
Sweden,SWE,2011,7820937.0,High income,High income,0.99
Sweden,SWE,2011,7820937.0,High income,High income,0.96
Syrian Arab Republic,SYR,2011,14356499.0,Middle East & North Africa (excluding high income),Low income,0.24
Syrian Arab Republic,SYR,2011,14356499.0,Middle East & North Africa (excluding high income),Low income,0.22
"Taiwan, China",TWN,2011,19429474.0,High income,High income,0.91
"Taiwan, China",TWN,2011,19429474.0,High income,High income,0.72
Tanzania,TZA,2011,24470055.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.19
Tanzania,TZA,2011,24470055.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.13
Thailand,THA,2011,54766867.0,East Asia & Pacific (excluding high income),Upper middle income,0.75
Thailand,THA,2011,54766867.0,East Asia & Pacific (excluding high income),Upper middle income,0.59
Togo,TGO,2011,3932998.0,Sub-Saharan Africa (excluding high income),Low income,0.12
Togo,TGO,2011,3932998.0,Sub-Saharan Africa (excluding high income),Low income,0.07
Trinidad and Tobago,TTO,2011,1050120.0,High income,High income,0.74
Trinidad and Tobago,TTO,2011,1050120.0,High income,High income,0.8
Turkiye,TUR,2011,54201890.0,Europe & Central Asia (excluding high income),Upper middle income,0.62
Turkiye,TUR,2011,54201890.0,Europe & Central Asia (excluding high income),Upper middle income,0.44
Uganda,UGA,2011,16363076.0,Sub-Saharan Africa (excluding high income),Low income,0.26
Uganda,UGA,2011,16363076.0,Sub-Saharan Africa (excluding high income),Low income,0.12
Ukraine,UKR,2011,39900312.0,Europe & Central Asia (excluding high income),Lower middle income,0.4
Ukraine,UKR,2011,39900312.0,Europe & Central Asia (excluding high income),Lower middle income,0.45
United Arab Emirates,ARE,2011,5710622.0,High income,High income,0.73
United Arab Emirates,ARE,2011,5710622.0,High income,High income,0.26
United Kingdom,GBR,2011,51619966.0,High income,High income,0.98
United Kingdom,GBR,2011,51619966.0,High income,High income,0.91
United States,USA,2011,248390172.0,High income,High income,0.9
United States,USA,2011,248390172.0,High income,High income,0.76
Uruguay,URY,2011,2578893.0,High income,High income,0.26
Uruguay,URY,2011,2578893.0,High income,High income,0.12
Uzbekistan,UZB,2011,20171292.0,Europe & Central Asia (excluding high income),Lower middle income,0.26
Uzbekistan,UZB,2011,20171292.0,Europe & Central Asia (excluding high income),Lower middle income,0.15
"Venezuela, RB",VEN,2011,20199432.0,Latin America & Caribbean (excluding high income),Upper middle income,0.54
"Venezuela, RB",VEN,2011,20199432.0,Latin America & Caribbean (excluding high income),Upper middle income,0.18
Viet Nam,VNM,2011,65955596.0,East Asia & Pacific (excluding high income),Lower middle income,0.21
Viet Nam,VNM,2011,65955596.0,East Asia & Pacific (excluding high income),Lower middle income,0.23
West Bank and Gaza,PSE,2011,2199701.0,Middle East & North Africa (excluding high income),Lower middle income,0.26
West Bank and Gaza,PSE,2011,2199701.0,Middle East & North Africa (excluding high income),Lower middle income,0.09
Zambia,ZMB,2011,7506102.0,Sub-Saharan Africa (excluding high income),Low income,0.26
Zambia,ZMB,2011,7506102.0,Sub-Saharan Africa (excluding high income),Low income,0.13
Zimbabwe,ZWE,2011,7608011.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.5
Zimbabwe,ZWE,2011,7608011.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.22
Afghanistan,AFG,2014,16708999.0,South Asia (excluding high income),Low income,
Afghanistan,AFG,2014,16708999.0,South Asia (excluding high income),Low income,
Albania,ALB,2014,2322032.0,Europe & Central Asia (excluding high income),Upper middle income,0.4
Albania,ALB,2014,2322032.0,Europe & Central Asia (excluding high income),Upper middle income,0.3
Algeria,DZA,2014,27628433.0,Middle East & North Africa (excluding high income),Lower middle income,0.57
Algeria,DZA,2014,27628433.0,Middle East & North Africa (excluding high income),Lower middle income,0.38
Angola,AGO,2014,14342950.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.38
Angola,AGO,2014,14342950.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.15
Argentina,ARG,2014,31872846.0,Latin America & Caribbean (excluding high income),Upper middle income,0.58
Argentina,ARG,2014,31872846.0,Latin America & Caribbean (excluding high income),Upper middle income,0.24
Armenia,ARM,2014,2428128.0,Europe & Central Asia (excluding high income),Upper middle income,0.2
Armenia,ARM,2014,2428128.0,Europe & Central Asia (excluding high income),Upper middle income,0.1
Australia,AUS,2014,18749193.0,High income,High income,1.0
Australia,AUS,2014,18749193.0,High income,High income,0.95
Austria,AUT,2014,7260944.0,High income,High income,0.98
Austria,AUT,2014,7260944.0,High income,High income,0.88
Azerbaijan,AZE,2014,7283305.0,Europe & Central Asia (excluding high income),Upper middle income,0.36
Azerbaijan,AZE,2014,7283305.0,Europe & Central Asia (excluding high income),Upper middle income,0.1
Bahrain,BHR,2014,1005566.0,High income,High income,0.86
Bahrain,BHR,2014,1005566.0,High income,High income,0.67
Bangladesh,BGD,2014,105778630.0,South Asia (excluding high income),Lower middle income,0.35
Bangladesh,BGD,2014,105778630.0,South Asia (excluding high income),Lower middle income,0.21
Belarus,BLR,2014,7971997.0,Europe & Central Asia (excluding high income),Upper middle income,0.76
Belarus,BLR,2014,7971997.0,Europe & Central Asia (excluding high income),Upper middle income,0.48
Belgium,BEL,2014,9263588.0,High income,High income,1.0
Belgium,BEL,2014,9263588.0,High income,High income,0.91
Belize,BLZ,2014,228016.0,Latin America & Caribbean (excluding high income),Upper middle income,0.52
Belize,BLZ,2014,228016.0,Latin America & Caribbean (excluding high income),Upper middle income,0.39
Benin,BEN,2014,6043333.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.21
Benin,BEN,2014,6043333.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.08
Bhutan,BTN,2014,523289.0,South Asia (excluding high income),Lower middle income,0.38
Bhutan,BTN,2014,523289.0,South Asia (excluding high income),Lower middle income,0.22
Bolivia,BOL,2014,7120716.0,Latin America & Caribbean (excluding high income),Lower middle income,0.46
Bolivia,BOL,2014,7120716.0,Latin America & Caribbean (excluding high income),Lower middle income,0.31
Bosnia and Herzegovina,BIH,2014,3077307.0,Europe & Central Asia (excluding high income),Upper middle income,0.56
Bosnia and Herzegovina,BIH,2014,3077307.0,Europe & Central Asia (excluding high income),Upper middle income,0.34
Botswana,BWA,2014,1405268.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.54
Botswana,BWA,2014,1405268.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.48
Brazil,BRA,2014,152293155.0,Latin America & Caribbean (excluding high income),Upper middle income,0.73
Brazil,BRA,2014,152293155.0,Latin America & Caribbean (excluding high income),Upper middle income,0.53
Bulgaria,BGR,2014,6271977.0,Europe & Central Asia (excluding high income),Upper middle income,0.67
Bulgaria,BGR,2014,6271977.0,Europe & Central Asia (excluding high income),Upper middle income,0.33
Burkina Faso,BFA,2014,9623020.0,Sub-Saharan Africa (excluding high income),Low income,0.18
Burkina Faso,BFA,2014,9623020.0,Sub-Saharan Africa (excluding high income),Low income,0.08
Burundi,BDI,2014,5630929.0,Sub-Saharan Africa (excluding high income),Low income,
Burundi,BDI,2014,5630929.0,Sub-Saharan Africa (excluding high income),Low income,
Cambodia,KHM,2014,10284331.0,East Asia & Pacific (excluding high income),Lower middle income,0.21
Cambodia,KHM,2014,10284331.0,East Asia & Pacific (excluding high income),Lower middle income,0.26
Cameroon,CMR,2014,12084831.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.16
Cameroon,CMR,2014,12084831.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.05
Canada,CAN,2014,29372810.0,High income,High income,0.99
Canada,CAN,2014,29372810.0,High income,High income,0.97
Chad,TCD,2014,7035329.0,Sub-Saharan Africa (excluding high income),Low income,0.15
Chad,TCD,2014,7035329.0,Sub-Saharan Africa (excluding high income),Low income,0.08
Chile,CHL,2014,14064832.0,High income,High income,0.63
Chile,CHL,2014,14064832.0,High income,High income,0.62
China,CHN,2014,1113693456.0,East Asia & Pacific (excluding high income),Upper middle income,0.8
China,CHN,2014,1113693456.0,East Asia & Pacific (excluding high income),Upper middle income,0.74
Colombia,COL,2014,34309704.0,Latin America & Caribbean (excluding high income),Upper middle income,0.42
Colombia,COL,2014,34309704.0,Latin America & Caribbean (excluding high income),Upper middle income,0.28
"Congo, Dem. Rep.",COD,2014,40959603.0,Sub-Saharan Africa (excluding high income),Low income,0.21
"Congo, Dem. Rep.",COD,2014,40959603.0,Sub-Saharan Africa (excluding high income),Low income,0.12
"Congo, Rep.",COG,2014,2849454.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.21
"Congo, Rep.",COG,2014,2849454.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.07
Costa Rica,CRI,2014,3611461.0,Latin America & Caribbean (excluding high income),Upper middle income,0.66
Costa Rica,CRI,2014,3611461.0,Latin America & Caribbean (excluding high income),Upper middle income,0.62
Cote d'Ivoire,CIV,2014,13848553.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.39
Cote d'Ivoire,CIV,2014,13848553.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.24
Croatia,HRV,2014,3606895.0,High income,High income,0.91
Croatia,HRV,2014,3606895.0,High income,High income,0.58
Cyprus,CYP,2014,991903.0,High income,High income,0.94
Cyprus,CYP,2014,991903.0,High income,High income,0.74
Czechia,CZE,2014,8944904.0,High income,High income,0.85
Czechia,CZE,2014,8944904.0,High income,High income,0.65
Denmark,DNK,2014,4641892.0,High income,High income,1.0
Denmark,DNK,2014,4641892.0,High income,High income,1.0
Dominican Republic,DOM,2014,7152325.0,Latin America & Caribbean (excluding high income),Upper middle income,0.6
Dominican Republic,DOM,2014,7152325.0,Latin America & Caribbean (excluding high income),Upper middle income,0.38
Ecuador,ECU,2014,11054660.0,Latin America & Caribbean (excluding high income),Upper middle income,0.51
Ecuador,ECU,2014,11054660.0,Latin America & Caribbean (excluding high income),Upper middle income,0.34
"Egypt, Arab Rep.",EGY,2014,63009609.0,Middle East & North Africa (excluding high income),Lower middle income,0.17
"Egypt, Arab Rep.",EGY,2014,63009609.0,Middle East & North Africa (excluding high income),Lower middle income,0.07
El Salvador,SLV,2014,4304307.0,Latin America & Caribbean (excluding high income),Lower middle income,0.39
El Salvador,SLV,2014,4304307.0,Latin America & Caribbean (excluding high income),Lower middle income,0.31
Estonia,EST,2014,1110561.0,High income,High income,0.99
Estonia,EST,2014,1110561.0,High income,High income,0.91
Ethiopia,ETH,2014,55109169.0,Sub-Saharan Africa (excluding high income),Low income,0.26
Ethiopia,ETH,2014,55109169.0,Sub-Saharan Africa (excluding high income),Low income,0.14
Finland,FIN,2014,4545771.0,High income,High income,1.0
Finland,FIN,2014,4545771.0,High income,High income,1.0
France,FRA,2014,53825137.0,High income,High income,0.99
France,FRA,2014,53825137.0,High income,High income,0.79
Gabon,GAB,2014,1209169.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.37
Gabon,GAB,2014,1209169.0,Sub-Saharan Africa (excluding high income),Upper middle income,0.23
Georgia,GEO,2014,3020250.0,Europe & Central Asia (excluding high income),Upper middle income,0.45
Georgia,GEO,2014,3020250.0,Europe & Central Asia (excluding high income),Upper middle income,0.1
Germany,DEU,2014,69974132.0,High income,High income,1.0
Germany,DEU,2014,69974132.0,High income,High income,0.94
Ghana,GHA,2014,16743744.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.42
Ghana,GHA,2014,16743744.0,Sub-Saharan Africa (excluding high income),Lower middle income,0.36
Greece,GRC,2014,9357686.0,High income,High income,0.93
Greece,GRC,2014,9357686.0,High income,High income,0.47
Guatemala,GTM,2014,9616393.0,Latin America & Caribbean (excluding high income),Upper middle income,0.44
Guatemala,GTM,2014,9616393.0,Latin America & Caribbean (excluding high income),Upper middle income,0.37
Guinea,GIN,2014,6293415.0,Sub-Saharan Africa (excluding high income),Low income,
Guinea,GIN,2014,6293415.0,Sub-Saharan Africa (excluding high income),Low income,
Haiti,HTI,2014,6636287.0,Latin America & Caribbean (excluding high income),Lower middle income,0.21
